,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
317,Muzaffarpursakrarampurkrishnawbd,101,3030.0,0.0,0.0,0.0,101
318,Muzaffarpursakrarampurkrishnawbe,107,3210.0,30.0,1.0,30.0,107
319,Muzaffarpursakrarampurmaniwab,157,4710.0,0.0,0.0,0.0,157
320,Muzaffarpursakrarampurmaniwac,70,2100.0,0.0,0.0,0.0,70
321,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
322,Muzaffarpursakrarampurmaniwba,96,2880.0,0.0,0.0,0.0,96
323,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
324,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
325,Muzaffarpursakrarupanpattimathurawaf,167,5010.0,0.0,0.0,0.0,167
326,Muzaffarpursakrarupanpattimathurawah,206,6180.0,90.0,3.0,90.0,103
327,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
328,Muzaffarpursakrarupanpattimathurawbe,189,5670.0,0.0,0.0,0.0,189
329,Muzaffarpursakrasakrawajidwad,79,2370.0,0.0,0.0,0.0,79
330,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
331,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
332,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
333,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
334,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
335,Muzaffarpursakrasakrawajidwba,260,7820.0,4830.0,157.0,4840.0,131
336,Muzaffarpursakrasakrawajidwbb,120,3600.0,120.0,4.0,120.0,120
337,Muzaffarpursakrasakrawajidwbc,360,10800.0,2340.0,40.0,2340.0,120
338,Muzaffarpursakrasakrawajidwbd,450,13500.0,3830.0,53.0,3830.0,150
339,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
340,Muzaffarpursakrasakrawajidwbf,230,6900.0,720.0,15.0,720.0,115
341,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
342,Muzaffarpursakrasarmastpurwae,369,11010.0,2420.0,68.0,2480.0,123
343,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
344,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
345,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
346,Muzaffarpursakrasirajabadwaj,103,3090.0,30.0,1.0,30.0,103
