,tenantid,Demand Count,Total Demand Amount,Demand Collected,Total No. of Payments,Total Payment Amount Collected,Total No. of consumers
316,Muzaffarpursakrarajapakarwbe,226,6780.0,30.0,1.0,30.0,113
317,Muzaffarpursakrarampurkrishnawab,196,5880.0,0.0,0.0,0.0,98
318,Muzaffarpursakrarampurkrishnawac,152,4560.0,60.0,2.0,60.0,76
319,Muzaffarpursakrarampurkrishnawad,170,5100.0,840.0,14.0,840.0,85
320,Muzaffarpursakrarampurkrishnawae,40,1200.0,0.0,0.0,0.0,49
321,Muzaffarpursakrarampurkrishnawai,80,2400.0,0.0,0.0,0.0,80
322,Muzaffarpursakrarampurkrishnawba,70,2100.0,0.0,0.0,0.0,70
323,Muzaffarpursakrarampurkrishnawbb,53,1590.0,0.0,0.0,0.0,53
324,Muzaffarpursakrarampurkrishnawbd,101,3030.0,0.0,0.0,0.0,101
325,Muzaffarpursakrarampurkrishnawbe,107,3210.0,30.0,1.0,30.0,107
326,Muzaffarpursakrarampurmaniwab,157,4710.0,0.0,0.0,0.0,157
327,Muzaffarpursakrarampurmaniwac,70,2100.0,0.0,0.0,0.0,70
328,Muzaffarpursakrarampurmaniwai,70,2100.0,0.0,0.0,0.0,70
329,Muzaffarpursakrarampurmaniwba,192,5760.0,0.0,0.0,0.0,96
330,Muzaffarpursakrarampurmaniwbb,168,5040.0,0.0,0.0,0.0,84
331,Muzaffarpursakrarampurmaniwbd,78,2340.0,0.0,0.0,0.0,78
332,Muzaffarpursakrarupanpattimathurawaf,167,5010.0,0.0,0.0,0.0,167
333,Muzaffarpursakrarupanpattimathurawah,206,6180.0,90.0,3.0,90.0,103
334,Muzaffarpursakrarupanpattimathurawai,59,1770.0,0.0,0.0,0.0,59
335,Muzaffarpursakrarupanpattimathurawbe,378,11340.0,0.0,0.0,0.0,189
336,Muzaffarpursakrasakrawajidwac,55,1650.0,0.0,0.0,0.0,55
337,Muzaffarpursakrasakrawajidwad,158,4740.0,0.0,0.0,0.0,79
338,Muzaffarpursakrasakrawajidwae,91,2730.0,0.0,0.0,0.0,91
339,Muzaffarpursakrasakrawajidwaf,120,3600.0,0.0,0.0,0.0,120
340,Muzaffarpursakrasakrawajidwag,201,6030.0,0.0,0.0,0.0,201
341,Muzaffarpursakrasakrawajidwah,169,5070.0,390.0,13.0,390.0,169
342,Muzaffarpursakrasakrawajidwaj,51,1530.0,0.0,0.0,0.0,51
343,Muzaffarpursakrasakrawajidwba,389,12070.0,8630.0,238.0,8650.0,131
344,Muzaffarpursakrasakrawajidwbb,240,7200.0,870.0,29.0,870.0,120
345,Muzaffarpursakrasakrawajidwbc,360,10800.0,2340.0,40.0,2340.0,120
346,Muzaffarpursakrasakrawajidwbd,450,13500.0,3830.0,53.0,3830.0,150
347,Muzaffarpursakrasakrawajidwbe,278,8340.0,0.0,0.0,0.0,139
348,Muzaffarpursakrasakrawajidwbf,230,6900.0,720.0,15.0,720.0,115
349,Muzaffarpursakrasakrawajidwbg,120,3600.0,530.0,18.0,530.0,120
350,Muzaffarpursakrasarmastpurwae,493,14690.0,3140.0,85.0,3270.0,124
351,Muzaffarpursakrasarmastpurwai,232,6960.0,120.0,2.0,120.0,116
352,Muzaffarpursakrasarmastpurwaj,110,3300.0,510.0,17.0,510.0,110
353,Muzaffarpursakrasirajabadwac,83,2490.0,0.0,0.0,0.0,83
354,Muzaffarpursakrasirajabadwad,85,2550.0,0.0,0.0,0.0,85
355,Muzaffarpursakrasirajabadwaj,103,3090.0,30.0,1.0,30.0,103
356,Muzaffarpursakrasirajabadwbb,73,2190.0,30.0,1.0,30.0,73
